id,y,campaign,contact_group,contact,month,day,age,job,education,balance,poutcome
23401,no,4,High Contact,cellular,aug,27,32,admin,tertiary,725,unknown
23402,no,5,High Contact,telephone,aug,27,40,technician,secondary,4594,unknown
23403,no,2,Low Contact,cellular,aug,27,39,management,tertiary,5976,unknown
23404,no,6,High Contact,cellular,aug,27,53,management,tertiary,253,unknown
23405,no,3,High Contact,cellular,aug,27,37,management,secondary,80,unknown
23406,no,20,High Contact,cellular,aug,27,33,technician,tertiary,148,unknown
23407,no,9,High Contact,telephone,aug,27,39,management,secondary,113,unknown
23408,no,13,High Contact,cellular,aug,27,40,management,secondary,-1545,unknown
23409,no,7,High Contact,cellular,aug,27,34,admin,secondary,510,unknown
23410,no,3,High Contact,cellular,aug,27,30,management,tertiary,4,unknown
23411,no,13,High Contact,cellular,aug,27,34,technician,tertiary,-1,unknown
23412,no,5,High Contact,cellular,aug,27,56,technician,secondary,4073,unknown
23413,no,14,High Contact,cellular,aug,27,31,technician,secondary,137,unknown
23414,no,5,High Contact,cellular,aug,27,37,entrepreneur,tertiary,298,unknown
23415,no,3,High Contact,cellular,aug,27,34,management,tertiary,682,unknown
23416,no,5,High Contact,cellular,aug,27,37,housemaid,tertiary,206,unknown
23417,no,5,High Contact,cellular,aug,27,49,management,tertiary,276,unknown
23418,no,5,High Contact,cellular,aug,27,50,housemaid,primary,238,unknown
23419,no,6,High Contact,telephone,aug,27,55,admin,secondary,356,unknown
23420,no,3,High Contact,cellular,aug,27,52,admin,secondary,190,unknown
23421,no,7,High Contact,cellular,aug,27,48,management,tertiary,0,unknown
23422,no,3,High Contact,cellular,aug,27,40,self-employed,secondary,2,unknown
23423,no,4,High Contact,cellular,aug,27,37,technician,secondary,430,unknown
23424,no,3,High Contact,cellular,aug,27,40,technician,secondary,4,unknown
23425,no,9,High Contact,cellular,aug,27,47,management,tertiary,-315,unknown
23426,no,7,High Contact,cellular,aug,27,47,blue-collar,tertiary,1707,unknown
23427,no,7,High Contact,cellular,aug,27,54,blue-collar,secondary,-102,unknown
23428,no,5,High Contact,cellular,aug,27,33,management,tertiary,627,unknown
23429,no,3,High Contact,cellular,aug,27,39,management,secondary,0,unknown
23430,no,5,High Contact,cellular,aug,27,32,self-employed,tertiary,518,unknown
23431,no,3,High Contact,cellular,aug,27,38,unemployed,secondary,0,unknown
23432,no,6,High Contact,cellular,aug,27,45,blue-collar,secondary,534,unknown
23433,no,10,High Contact,cellular,aug,28,35,entrepreneur,tertiary,1194,unknown
23434,no,4,High Contact,cellular,aug,28,38,technician,secondary,0,unknown
23435,no,14,High Contact,cellular,aug,28,56,self-employed,secondary,1539,unknown
23436,no,7,High Contact,cellular,aug,28,30,management,secondary,7870,unknown
23437,no,4,High Contact,cellular,aug,28,30,technician,tertiary,849,unknown
23438,yes,17,High Contact,cellular,aug,28,33,management,tertiary,2637,unknown
23439,no,19,High Contact,telephone,aug,28,58,management,tertiary,21,unknown
23440,no,4,High Contact,cellular,aug,28,33,management,tertiary,1138,unknown
23441,no,9,High Contact,cellular,aug,28,31,technician,secondary,201,unknown
23442,no,13,High Contact,cellular,aug,28,50,admin,secondary,715,unknown
23443,no,8,High Contact,cellular,aug,28,47,technician,secondary,65,unknown
23444,no,8,High Contact,cellular,aug,28,33,management,tertiary,5943,unknown
23445,no,21,High Contact,cellular,aug,28,48,admin,secondary,844,unknown
23446,no,4,High Contact,cellular,aug,28,32,management,tertiary,2629,unknown
23447,no,10,High Contact,cellular,aug,28,33,management,tertiary,0,unknown
23448,no,6,High Contact,cellular,aug,28,46,services,secondary,-11,unknown
23449,no,8,High Contact,cellular,aug,28,43,technician,secondary,-278,unknown
23450,no,6,High Contact,cellular,aug,28,33,technician,tertiary,0,unknown
23451,no,6,High Contact,cellular,aug,28,58,retired,tertiary,136,unknown
23452,no,8,High Contact,cellular,aug,28,30,management,tertiary,549,unknown
23453,no,5,High Contact,telephone,aug,28,59,management,tertiary,1585,unknown
23454,no,10,High Contact,cellular,aug,28,30,technician,secondary,0,unknown
23455,no,4,High Contact,cellular,aug,28,41,management,tertiary,2676,unknown
23456,no,4,High Contact,cellular,aug,28,32,management,tertiary,1134,unknown
23457,no,14,High Contact,cellular,aug,28,31,technician,secondary,1510,unknown
23458,no,17,High Contact,cellular,aug,28,38,technician,secondary,-104,unknown
23459,no,5,High Contact,cellular,aug,28,31,management,tertiary,357,unknown
23460,no,8,High Contact,cellular,aug,28,58,retired,secondary,-146,unknown
23461,no,14,High Contact,cellular,aug,28,41,technician,secondary,294,unknown
23462,no,15,High Contact,cellular,aug,28,32,technician,secondary,17,unknown
23463,no,4,High Contact,cellular,aug,28,60,blue-collar,primary,1138,unknown
23464,no,5,High Contact,cellular,aug,28,31,management,tertiary,13,unknown
23465,no,4,High Contact,cellular,aug,28,39,management,tertiary,45,unknown
23466,no,19,High Contact,cellular,aug,28,58,management,tertiary,0,unknown
23467,no,3,High Contact,cellular,aug,28,56,retired,primary,-123,unknown
23468,no,8,High Contact,cellular,aug,28,34,management,tertiary,630,unknown
23469,no,8,High Contact,cellular,aug,28,52,blue-collar,primary,-27,unknown
23470,no,10,High Contact,cellular,aug,28,36,technician,tertiary,52,unknown
23471,no,4,High Contact,cellular,aug,28,44,technician,secondary,-102,unknown
23472,yes,11,High Contact,cellular,aug,28,34,self-employed,tertiary,0,unknown
23473,no,12,High Contact,cellular,aug,28,43,management,secondary,465,unknown
23474,yes,4,High Contact,cellular,aug,28,36,technician,secondary,2473,unknown
23475,no,12,High Contact,cellular,aug,28,55,technician,secondary,3207,unknown
23476,no,7,High Contact,cellular,aug,28,32,management,tertiary,2213,unknown
23477,no,7,High Contact,cellular,aug,28,46,housemaid,secondary,505,unknown
23478,no,11,High Contact,cellular,aug,28,42,technician,secondary,29,unknown
23479,no,15,High Contact,cellular,aug,28,32,management,tertiary,678,unknown
23480,no,4,High Contact,cellular,aug,28,39,technician,tertiary,-204,unknown
23481,no,18,High Contact,cellular,aug,28,43,management,tertiary,228,unknown
23482,no,3,High Contact,cellular,aug,28,32,management,tertiary,27,unknown
23483,no,16,High Contact,cellular,aug,28,45,management,secondary,2873,unknown
23484,no,8,High Contact,cellular,aug,28,34,entrepreneur,secondary,456,unknown
23485,no,7,High Contact,cellular,aug,28,51,technician,tertiary,0,unknown
23486,no,11,High Contact,cellular,aug,28,34,unemployed,tertiary,473,unknown
23487,no,15,High Contact,cellular,aug,28,34,management,tertiary,1070,unknown
23488,no,4,High Contact,cellular,aug,28,40,technician,secondary,872,unknown
23489,no,3,High Contact,cellular,aug,28,44,entrepreneur,tertiary,3463,unknown
23490,no,18,High Contact,cellular,aug,28,51,management,secondary,1573,unknown
23491,no,5,High Contact,cellular,aug,28,51,blue-collar,primary,-272,unknown
23492,no,4,High Contact,cellular,aug,28,52,management,tertiary,168,unknown
23493,no,5,High Contact,cellular,aug,28,57,management,tertiary,75,unknown
23494,no,4,High Contact,cellular,aug,28,36,management,tertiary,0,unknown
23495,no,4,High Contact,cellular,aug,28,33,technician,secondary,264,unknown
23496,no,8,High Contact,cellular,aug,28,53,services,secondary,2262,unknown
23497,no,8,High Contact,cellular,aug,28,57,management,tertiary,561,unknown
23498,no,7,High Contact,cellular,aug,28,32,management,tertiary,36,unknown
23499,no,4,High Contact,cellular,aug,28,57,blue-collar,unknown,3196,unknown
23500,no,6,High Contact,cellular,aug,28,31,management,tertiary,-6,unknown
23501,no,6,High Contact,cellular,aug,28,30,technician,tertiary,0,unknown
23502,no,4,High Contact,cellular,aug,28,56,retired,primary,556,unknown
23503,no,20,High Contact,telephone,aug,28,37,management,secondary,58,unknown
23504,no,14,High Contact,cellular,aug,28,35,technician,secondary,0,unknown
23505,no,7,High Contact,cellular,aug,28,41,management,tertiary,1559,unknown
23506,no,10,High Contact,cellular,aug,28,34,management,tertiary,3486,unknown
23507,no,12,High Contact,cellular,aug,28,44,management,tertiary,3762,unknown
23508,no,24,High Contact,cellular,aug,28,40,technician,secondary,170,unknown
23509,no,17,High Contact,cellular,aug,28,31,management,tertiary,3,unknown
23510,no,4,High Contact,cellular,aug,28,41,technician,secondary,801,unknown
23511,no,19,High Contact,cellular,aug,28,32,management,tertiary,2431,unknown
23512,no,11,High Contact,cellular,aug,28,37,management,tertiary,839,unknown
23513,no,2,Low Contact,cellular,aug,28,33,technician,tertiary,0,unknown
23514,no,6,High Contact,cellular,aug,28,33,management,secondary,333,unknown
23515,no,2,Low Contact,cellular,aug,28,52,management,tertiary,-542,unknown
23516,no,2,Low Contact,cellular,aug,28,49,housemaid,secondary,500,unknown
23517,no,4,High Contact,cellular,aug,28,53,housemaid,primary,42,unknown
23518,no,2,Low Contact,cellular,aug,28,54,services,tertiary,0,unknown
23519,no,3,High Contact,cellular,aug,28,59,management,tertiary,866,unknown
23520,no,2,Low Contact,cellular,aug,28,30,technician,secondary,1052,unknown
23521,no,8,High Contact,cellular,aug,28,34,technician,tertiary,-6,unknown
23522,no,2,Low Contact,cellular,aug,28,42,management,secondary,-105,unknown
23523,no,2,Low Contact,cellular,aug,28,59,management,tertiary,51,unknown
23524,no,21,High Contact,cellular,aug,28,42,management,tertiary,1608,unknown
23525,no,2,Low Contact,cellular,aug,28,43,management,tertiary,0,unknown
23526,no,4,High Contact,cellular,aug,28,40,management,tertiary,1666,unknown
23527,no,10,High Contact,cellular,aug,28,43,management,tertiary,2696,unknown
23528,no,2,Low Contact,cellular,aug,28,60,retired,unknown,0,unknown
23529,no,2,Low Contact,telephone,aug,28,47,technician,secondary,-105,unknown
23530,no,2,Low Contact,cellular,aug,28,57,retired,primary,75,unknown
23531,no,2,Low Contact,cellular,aug,28,37,management,tertiary,236,unknown
23532,no,2,Low Contact,cellular,aug,28,42,management,tertiary,-671,unknown
23533,no,13,High Contact,cellular,aug,28,36,management,tertiary,659,unknown
23534,no,2,Low Contact,cellular,aug,28,55,housemaid,primary,1233,unknown
23535,no,2,Low Contact,cellular,aug,28,32,management,tertiary,0,unknown
23536,no,2,Low Contact,cellular,aug,28,49,unknown,secondary,0,unknown
23537,no,4,High Contact,cellular,aug,28,32,housemaid,secondary,156,unknown
23538,no,13,High Contact,cellular,aug,28,31,technician,tertiary,44,unknown
23539,no,4,High Contact,cellular,aug,28,37,technician,secondary,1309,unknown
23540,no,8,High Contact,cellular,aug,28,32,technician,secondary,2421,unknown
23541,no,2,Low Contact,cellular,aug,28,46,technician,secondary,0,unknown
23542,no,2,Low Contact,cellular,aug,28,31,technician,secondary,23,unknown
23543,no,10,High Contact,cellular,aug,28,33,management,tertiary,0,unknown
23544,no,2,Low Contact,cellular,aug,28,43,technician,secondary,0,unknown
23545,no,9,High Contact,cellular,aug,28,50,blue-collar,secondary,326,unknown
23546,no,6,High Contact,cellular,aug,28,50,blue-collar,primary,403,unknown
23547,yes,2,Low Contact,cellular,aug,28,34,technician,secondary,1,unknown
23548,no,13,High Contact,cellular,aug,28,32,management,tertiary,0,unknown
23549,no,2,Low Contact,cellular,aug,28,46,management,tertiary,-3,unknown
23550,no,2,Low Contact,cellular,aug,28,31,management,tertiary,60,unknown
23551,no,4,High Contact,cellular,aug,28,45,blue-collar,primary,751,unknown
23552,no,8,High Contact,cellular,aug,28,50,services,secondary,1545,unknown
23553,no,7,High Contact,cellular,aug,28,31,admin,secondary,23,unknown
23554,no,4,High Contact,cellular,aug,28,34,technician,secondary,0,unknown
23555,no,10,High Contact,cellular,aug,28,30,management,tertiary,20261,unknown
23556,no,8,High Contact,cellular,aug,28,59,retired,secondary,1887,unknown
23557,no,11,High Contact,cellular,aug,28,34,unemployed,tertiary,786,unknown
23558,no,10,High Contact,cellular,aug,28,44,technician,secondary,2179,unknown
23559,no,7,High Contact,cellular,aug,28,32,technician,tertiary,632,unknown
23560,no,35,High Contact,cellular,aug,28,32,unemployed,tertiary,99,unknown
23561,no,4,High Contact,cellular,aug,28,55,retired,secondary,185,unknown
23562,no,4,High Contact,cellular,aug,28,42,technician,secondary,305,unknown
23563,no,16,High Contact,cellular,aug,28,36,technician,secondary,278,unknown
23564,no,4,High Contact,cellular,aug,28,30,technician,tertiary,187,unknown
23565,no,6,High Contact,cellular,aug,28,53,management,tertiary,761,unknown
23566,no,8,High Contact,cellular,aug,28,55,retired,secondary,123,unknown
23567,no,7,High Contact,cellular,aug,28,50,technician,secondary,-997,unknown
23568,no,32,High Contact,cellular,aug,28,43,technician,tertiary,80,unknown
23569,no,4,High Contact,cellular,aug,28,60,retired,tertiary,486,unknown
23570,no,6,High Contact,cellular,aug,28,42,management,tertiary,759,unknown
23571,no,17,High Contact,cellular,aug,28,34,management,tertiary,46,unknown
23572,no,21,High Contact,cellular,aug,28,38,student,secondary,140,unknown
23573,no,13,High Contact,cellular,aug,28,37,management,tertiary,6743,unknown
23574,no,9,High Contact,cellular,aug,28,41,technician,secondary,1946,unknown
23575,no,15,High Contact,cellular,aug,28,59,retired,secondary,0,unknown
23576,no,6,High Contact,cellular,aug,28,46,management,tertiary,1906,unknown
23577,no,10,High Contact,cellular,aug,28,34,technician,secondary,0,unknown
23578,no,11,High Contact,cellular,aug,28,40,technician,secondary,1232,unknown
23579,no,15,High Contact,cellular,aug,28,37,management,secondary,859,unknown
23580,no,10,High Contact,cellular,aug,28,44,management,tertiary,0,unknown
23581,no,19,High Contact,cellular,aug,28,30,technician,tertiary,0,unknown
23582,no,12,High Contact,cellular,aug,28,32,services,tertiary,0,unknown
23583,no,14,High Contact,cellular,aug,28,50,blue-collar,secondary,6288,unknown
23584,no,8,High Contact,cellular,aug,28,42,technician,secondary,1013,unknown
23585,no,16,High Contact,cellular,aug,28,42,technician,secondary,37,unknown
23586,no,7,High Contact,cellular,aug,28,59,retired,secondary,0,unknown
23587,no,4,High Contact,cellular,aug,28,44,management,tertiary,217,unknown
23588,no,22,High Contact,cellular,aug,28,47,services,unknown,0,unknown
23589,no,15,High Contact,cellular,aug,28,52,technician,tertiary,0,unknown
23590,no,28,High Contact,cellular,aug,28,55,admin,secondary,0,unknown
23591,no,11,High Contact,telephone,aug,28,44,technician,secondary,65,unknown
23592,no,6,High Contact,cellular,aug,28,59,retired,secondary,82,unknown
23593,no,4,High Contact,telephone,aug,28,46,technician,tertiary,568,unknown
23594,no,4,High Contact,cellular,aug,28,44,self-employed,tertiary,134,unknown
23595,yes,6,High Contact,cellular,aug,28,53,blue-collar,primary,5603,unknown
23596,no,25,High Contact,cellular,aug,28,39,management,tertiary,0,unknown
23597,no,28,High Contact,cellular,aug,28,35,technician,secondary,89,unknown
23598,no,8,High Contact,cellular,aug,28,48,housemaid,tertiary,197,unknown
23599,no,6,High Contact,cellular,aug,28,36,technician,tertiary,837,unknown
23600,no,14,High Contact,cellular,aug,28,33,management,tertiary,6174,unknown
23601,no,14,High Contact,cellular,aug,28,51,services,unknown,7175,unknown
23602,no,10,High Contact,cellular,aug,28,32,entrepreneur,tertiary,890,unknown
23603,no,24,High Contact,cellular,aug,28,37,technician,secondary,163,unknown
23604,no,26,High Contact,cellular,aug,28,42,technician,secondary,3,unknown
23605,no,10,High Contact,cellular,aug,28,43,management,tertiary,241,unknown
23606,no,13,High Contact,cellular,aug,28,42,services,secondary,59,unknown
23607,no,4,High Contact,cellular,aug,28,39,housemaid,tertiary,315,unknown
23608,no,24,High Contact,telephone,aug,28,32,technician,secondary,-262,unknown
23609,no,6,High Contact,cellular,aug,28,52,management,tertiary,163,unknown
23610,no,2,Low Contact,cellular,aug,28,31,self-employed,tertiary,81,unknown
23611,yes,4,High Contact,cellular,aug,28,47,admin,secondary,225,unknown
23612,no,19,High Contact,cellular,aug,28,32,management,tertiary,864,unknown
23613,no,20,High Contact,cellular,aug,28,40,housemaid,primary,0,unknown
23614,no,5,High Contact,cellular,aug,28,48,technician,secondary,1548,unknown
23615,no,6,High Contact,cellular,aug,28,54,management,tertiary,0,unknown
23616,no,19,High Contact,telephone,aug,28,43,management,tertiary,3327,unknown
23617,no,16,High Contact,cellular,aug,28,48,management,tertiary,0,unknown
23618,no,8,High Contact,cellular,aug,28,55,services,secondary,879,unknown
23619,no,8,High Contact,cellular,aug,28,37,technician,secondary,729,unknown
23620,no,7,High Contact,cellular,aug,28,36,technician,secondary,-158,unknown
23621,no,8,High Contact,cellular,aug,28,58,housemaid,primary,7881,unknown
23622,no,15,High Contact,cellular,aug,28,31,technician,secondary,0,unknown
23623,no,16,High Contact,cellular,aug,28,31,management,tertiary,35,unknown
23624,no,14,High Contact,cellular,aug,28,56,retired,secondary,1333,unknown
23625,no,13,High Contact,telephone,aug,28,49,services,secondary,2420,unknown
23626,no,13,High Contact,cellular,aug,28,34,technician,secondary,0,unknown
23627,no,8,High Contact,cellular,aug,28,38,management,tertiary,173,unknown
23628,no,15,High Contact,unknown,aug,28,31,housemaid,tertiary,0,unknown
23629,no,23,High Contact,cellular,aug,28,33,technician,secondary,111,unknown
23630,no,8,High Contact,cellular,aug,28,40,technician,tertiary,84,unknown
23631,no,17,High Contact,cellular,aug,28,33,management,tertiary,0,unknown
23632,no,7,High Contact,cellular,aug,28,32,admin,tertiary,211,unknown
23633,no,6,High Contact,cellular,aug,28,34,technician,secondary,0,unknown
23634,no,6,High Contact,cellular,aug,28,30,management,tertiary,17,unknown
23635,no,4,High Contact,cellular,aug,28,50,housemaid,primary,0,unknown
23636,no,6,High Contact,cellular,aug,28,55,management,tertiary,668,unknown
23637,no,11,High Contact,cellular,aug,28,60,self-employed,secondary,1690,unknown
23638,no,9,High Contact,cellular,aug,28,53,management,tertiary,37,unknown
23639,no,13,High Contact,cellular,aug,28,45,blue-collar,secondary,-183,unknown
23640,no,18,High Contact,cellular,aug,28,53,blue-collar,secondary,65,unknown
23641,no,16,High Contact,cellular,aug,28,31,management,tertiary,0,unknown
23642,no,2,Low Contact,cellular,aug,28,34,technician,secondary,-173,unknown
23643,no,14,High Contact,cellular,aug,28,54,management,tertiary,1258,unknown
23644,no,5,High Contact,cellular,aug,28,34,management,tertiary,6766,unknown
23645,no,3,High Contact,cellular,aug,28,48,blue-collar,unknown,2499,unknown
23646,no,1,Low Contact,cellular,aug,28,37,technician,tertiary,0,unknown
23647,no,23,High Contact,cellular,aug,28,45,blue-collar,primary,377,unknown
23648,no,6,High Contact,cellular,aug,28,33,self-employed,secondary,77,unknown
23649,no,25,High Contact,cellular,aug,28,33,management,tertiary,1530,unknown
23650,no,23,High Contact,cellular,aug,28,48,housemaid,primary,0,unknown
23651,no,25,High Contact,cellular,aug,28,53,services,secondary,658,unknown
23652,no,1,Low Contact,cellular,aug,28,52,services,secondary,1645,unknown
23653,no,13,High Contact,cellular,aug,28,32,technician,tertiary,8047,unknown
23654,no,8,High Contact,cellular,aug,28,33,technician,tertiary,436,unknown
23655,no,17,High Contact,cellular,aug,28,39,technician,tertiary,0,unknown
23656,no,19,High Contact,cellular,aug,28,35,technician,tertiary,75,unknown
23657,no,3,High Contact,cellular,aug,28,51,blue-collar,secondary,279,unknown
23658,no,8,High Contact,cellular,aug,28,34,management,tertiary,4348,unknown
23659,no,1,Low Contact,cellular,aug,28,35,technician,secondary,230,unknown
23660,no,14,High Contact,cellular,aug,28,30,technician,secondary,167,unknown
23661,no,20,High Contact,cellular,aug,28,52,technician,secondary,118,unknown
23662,no,10,High Contact,cellular,aug,28,48,blue-collar,primary,323,unknown
23663,no,17,High Contact,cellular,aug,28,36,technician,tertiary,97,unknown
23664,no,5,High Contact,cellular,aug,28,30,technician,secondary,3028,unknown
23665,no,9,High Contact,cellular,aug,28,57,retired,unknown,-157,unknown
23666,no,1,Low Contact,cellular,aug,28,55,admin,secondary,-2,unknown
23667,no,9,High Contact,cellular,aug,28,30,technician,tertiary,0,unknown
23668,no,3,High Contact,cellular,aug,28,48,housemaid,secondary,71,unknown
23669,no,1,Low Contact,cellular,aug,28,45,self-employed,secondary,396,unknown
23670,no,1,Low Contact,cellular,aug,28,36,management,tertiary,200,unknown
23671,no,1,Low Contact,cellular,aug,28,36,technician,tertiary,466,unknown
23672,no,1,Low Contact,cellular,aug,28,31,management,tertiary,713,unknown
23673,no,1,Low Contact,cellular,aug,28,41,technician,secondary,1788,unknown
23674,no,12,High Contact,cellular,aug,28,33,management,tertiary,755,unknown
23675,no,10,High Contact,cellular,aug,28,34,technician,secondary,298,unknown
23676,no,5,High Contact,cellular,aug,28,43,management,tertiary,370,unknown
23677,no,14,High Contact,cellular,aug,28,31,management,tertiary,459,unknown
23678,no,4,High Contact,cellular,aug,28,45,self-employed,tertiary,240,unknown
23679,no,27,High Contact,cellular,aug,28,32,technician,tertiary,723,unknown
23680,no,9,High Contact,cellular,aug,28,32,technician,secondary,-300,unknown
23681,no,18,High Contact,cellular,aug,28,38,management,tertiary,0,unknown
23682,no,13,High Contact,cellular,aug,28,42,self-employed,tertiary,0,unknown
23683,no,5,High Contact,cellular,aug,28,52,technician,secondary,136,unknown
23684,no,5,High Contact,cellular,aug,28,40,management,tertiary,558,unknown
23685,no,5,High Contact,cellular,aug,28,53,management,tertiary,15,unknown
23686,no,8,High Contact,cellular,aug,28,39,technician,tertiary,1522,unknown
23687,no,13,High Contact,cellular,aug,28,54,admin,secondary,111,unknown
23688,no,1,Low Contact,cellular,aug,28,34,technician,secondary,33,unknown
23689,no,3,High Contact,cellular,aug,28,35,management,tertiary,-108,unknown
23690,no,1,Low Contact,cellular,aug,28,45,technician,secondary,77,unknown
23691,no,3,High Contact,cellular,aug,28,45,technician,secondary,12,unknown
23692,no,1,Low Contact,cellular,aug,28,47,services,secondary,5,unknown
23693,no,1,Low Contact,cellular,aug,28,34,management,secondary,1863,unknown
23694,no,13,High Contact,cellular,aug,28,36,technician,secondary,0,unknown
23695,no,3,High Contact,cellular,aug,28,30,technician,secondary,42,unknown
23696,no,2,Low Contact,telephone,aug,28,35,technician,tertiary,0,unknown
23697,no,13,High Contact,cellular,aug,28,35,technician,secondary,-78,unknown
23698,no,1,Low Contact,cellular,aug,28,44,management,tertiary,0,unknown
23699,no,3,High Contact,cellular,aug,28,34,management,tertiary,621,unknown
23700,no,1,Low Contact,cellular,aug,28,30,technician,tertiary,81,unknown
23701,no,5,High Contact,cellular,aug,28,41,technician,secondary,6171,unknown
23702,no,12,High Contact,cellular,aug,28,38,management,tertiary,0,unknown
23703,no,7,High Contact,cellular,aug,28,41,technician,secondary,475,unknown
23704,no,1,Low Contact,cellular,aug,28,37,self-employed,tertiary,552,unknown
23705,no,26,High Contact,cellular,aug,28,52,blue-collar,secondary,305,unknown
23706,no,7,High Contact,cellular,aug,28,43,housemaid,primary,685,unknown
23707,no,5,High Contact,cellular,aug,28,60,retired,tertiary,45,unknown
23708,no,12,High Contact,cellular,aug,28,34,technician,secondary,553,unknown
23709,no,12,High Contact,cellular,aug,28,34,management,tertiary,2032,unknown
23710,no,2,Low Contact,cellular,aug,28,39,management,tertiary,295,unknown
23711,no,24,High Contact,cellular,aug,28,44,management,tertiary,795,unknown
23712,no,14,High Contact,cellular,aug,28,51,housemaid,primary,605,unknown
23713,no,10,High Contact,cellular,aug,28,52,blue-collar,primary,-490,unknown
23714,no,3,High Contact,cellular,aug,28,40,technician,secondary,88,unknown
23715,no,5,High Contact,cellular,aug,28,47,blue-collar,primary,1480,unknown
23716,no,2,Low Contact,cellular,aug,28,40,technician,secondary,0,unknown
23717,no,7,High Contact,cellular,aug,28,32,management,tertiary,813,unknown
23718,no,3,High Contact,cellular,aug,28,50,blue-collar,primary,565,unknown
23719,no,15,High Contact,cellular,aug,28,31,technician,tertiary,-564,unknown
23720,no,10,High Contact,cellular,aug,28,33,management,tertiary,968,unknown
23721,no,3,High Contact,cellular,aug,28,60,retired,secondary,4,unknown
23722,no,7,High Contact,cellular,aug,28,33,technician,secondary,2,unknown
23723,no,31,High Contact,cellular,aug,28,31,management,tertiary,0,unknown
23724,no,5,High Contact,cellular,aug,28,31,technician,secondary,182,unknown
23725,no,30,High Contact,cellular,aug,28,33,technician,tertiary,34,unknown
23726,no,25,High Contact,cellular,aug,28,58,blue-collar,primary,6762,unknown
23727,no,22,High Contact,cellular,aug,28,49,management,tertiary,223,unknown
23728,no,8,High Contact,cellular,aug,28,35,management,tertiary,556,unknown
23729,no,10,High Contact,cellular,aug,28,43,technician,tertiary,0,unknown
23730,no,4,High Contact,cellular,aug,28,44,management,tertiary,278,unknown
23731,no,9,High Contact,cellular,aug,28,35,technician,secondary,353,unknown
23732,no,9,High Contact,cellular,aug,28,31,technician,tertiary,162,unknown
23733,no,19,High Contact,cellular,aug,28,33,technician,secondary,95,unknown
23734,no,9,High Contact,cellular,aug,28,48,management,tertiary,81,unknown
23735,no,6,High Contact,cellular,aug,28,30,technician,secondary,3,unknown
23736,no,3,High Contact,telephone,aug,28,43,management,tertiary,1077,unknown
23737,no,3,High Contact,cellular,aug,28,59,retired,primary,1425,unknown
23738,no,3,High Contact,telephone,aug,28,51,admin,tertiary,26,unknown
23739,no,8,High Contact,cellular,aug,28,36,management,tertiary,918,unknown
23740,no,9,High Contact,cellular,aug,28,49,management,tertiary,588,unknown
23741,no,3,High Contact,cellular,aug,28,59,retired,primary,4450,unknown
23742,no,22,High Contact,cellular,aug,28,42,technician,secondary,3501,unknown
23743,no,10,High Contact,cellular,aug,28,47,blue-collar,primary,3440,unknown
23744,no,6,High Contact,cellular,aug,28,32,technician,secondary,35,unknown
23745,no,14,High Contact,cellular,aug,28,36,technician,tertiary,63,unknown
23746,no,5,High Contact,telephone,aug,28,60,retired,tertiary,872,unknown
23747,no,1,Low Contact,cellular,aug,28,55,retired,secondary,159,unknown
23748,no,17,High Contact,cellular,aug,28,45,blue-collar,primary,1291,unknown
23749,no,7,High Contact,cellular,aug,28,34,management,tertiary,-64,unknown
23750,no,10,High Contact,cellular,aug,28,32,technician,secondary,1011,unknown
23751,no,16,High Contact,cellular,aug,28,35,technician,secondary,433,unknown
23752,no,12,High Contact,telephone,aug,28,30,technician,secondary,1286,unknown
23753,no,27,High Contact,telephone,aug,28,31,technician,secondary,3588,unknown
23754,no,7,High Contact,cellular,aug,28,30,management,tertiary,0,unknown
23755,no,8,High Contact,cellular,aug,28,35,management,tertiary,1684,unknown
23756,no,15,High Contact,cellular,aug,28,49,blue-collar,primary,592,unknown
23757,no,2,Low Contact,cellular,aug,28,35,technician,secondary,-30,unknown
23758,no,7,High Contact,cellular,aug,28,32,technician,secondary,-213,unknown
23759,no,9,High Contact,cellular,aug,28,58,management,tertiary,0,unknown
23760,no,5,High Contact,cellular,aug,28,30,management,tertiary,1239,unknown
23761,no,10,High Contact,cellular,aug,28,38,technician,secondary,0,unknown
23762,no,13,High Contact,cellular,aug,28,35,technician,tertiary,576,unknown
23763,no,9,High Contact,cellular,aug,28,60,management,tertiary,3029,unknown
23764,no,16,High Contact,cellular,aug,28,36,technician,secondary,4542,unknown
23765,no,16,High Contact,cellular,aug,28,56,blue-collar,primary,313,unknown
23766,no,13,High Contact,cellular,aug,28,46,technician,secondary,292,unknown
23767,no,1,Low Contact,telephone,aug,28,43,management,tertiary,946,unknown
23768,no,1,Low Contact,cellular,aug,28,41,technician,secondary,195,unknown
23769,no,17,High Contact,cellular,aug,28,31,technician,secondary,367,unknown
23770,no,5,High Contact,telephone,aug,28,48,blue-collar,primary,266,unknown
23771,no,12,High Contact,cellular,aug,28,60,technician,secondary,-50,unknown
23772,no,1,Low Contact,cellular,aug,28,36,technician,secondary,34,unknown
23773,no,1,Low Contact,cellular,aug,28,34,management,tertiary,603,unknown
23774,no,1,Low Contact,cellular,aug,28,58,retired,tertiary,1326,unknown
23775,no,3,High Contact,cellular,aug,28,45,technician,tertiary,265,unknown
23776,yes,1,Low Contact,cellular,aug,28,39,management,tertiary,-17,unknown
23777,no,17,High Contact,cellular,aug,28,55,technician,secondary,55,unknown
