id,y,conversion,contact_group,age_group,balance_group,poutcome,job,education,month,balance
18029,no,0,Low Contact,49-95,High Balance,unknown,self-employed,primary,jul,4576
18030,no,0,High Contact,18-33,Mid Balance,unknown,housemaid,secondary,jul,1082
18031,no,0,Low Contact,49-95,Mid Balance,unknown,blue-collar,secondary,jul,359
18032,no,0,High Contact,49-95,High Balance,unknown,technician,secondary,jul,1389
18033,no,0,High Contact,49-95,Non-Positive,unknown,retired,secondary,jul,0
18034,no,0,High Contact,40-48,Non-Positive,unknown,blue-collar,unknown,jul,-406
18035,no,0,High Contact,49-95,Mid Balance,unknown,retired,secondary,jul,1005
18036,no,0,High Contact,33-39,Mid Balance,unknown,blue-collar,primary,jul,554
18037,no,0,High Contact,40-48,Low Balance,unknown,unemployed,primary,jul,51
18038,no,0,High Contact,33-39,Non-Positive,unknown,entrepreneur,primary,jul,0
18039,no,0,Low Contact,40-48,Low Balance,unknown,blue-collar,primary,jul,276
18040,no,0,High Contact,18-33,Low Balance,unknown,management,tertiary,jul,18
18041,no,0,High Contact,40-48,Low Balance,unknown,management,unknown,jul,335
18042,no,0,High Contact,40-48,High Balance,unknown,technician,secondary,jul,2862
18043,yes,1,High Contact,40-48,Non-Positive,unknown,services,unknown,jul,-1
18044,no,0,High Contact,33-39,Low Balance,unknown,technician,secondary,jul,238
18045,no,0,High Contact,40-48,High Balance,unknown,admin,secondary,jul,1305
18046,no,0,High Contact,49-95,High Balance,unknown,retired,secondary,jul,3414
18047,no,0,Low Contact,49-95,High Balance,unknown,housemaid,primary,jul,3819
18048,yes,1,High Contact,33-39,Low Balance,unknown,management,tertiary,jul,96
18049,no,0,High Contact,49-95,Mid Balance,unknown,unemployed,secondary,jul,1013
18050,no,0,High Contact,33-39,Non-Positive,unknown,admin,secondary,jul,0
18051,yes,1,Low Contact,40-48,Non-Positive,unknown,blue-collar,primary,jul,0
18052,no,0,High Contact,49-95,High Balance,unknown,self-employed,secondary,jul,1498
18053,no,0,High Contact,49-95,Mid Balance,unknown,services,secondary,jul,1194
18054,no,0,High Contact,49-95,Low Balance,unknown,technician,secondary,jul,61
18055,no,0,High Contact,33-39,Low Balance,unknown,unemployed,secondary,jul,223
18056,no,0,Low Contact,33-39,Mid Balance,unknown,management,tertiary,jul,648
18057,no,0,High Contact,49-95,High Balance,unknown,management,secondary,jul,1507
18058,no,0,Low Contact,49-95,Mid Balance,unknown,entrepreneur,secondary,jul,1011
18059,no,0,High Contact,40-48,Low Balance,unknown,technician,secondary,jul,286
18060,no,0,Low Contact,40-48,High Balance,unknown,self-employed,primary,jul,2032
18061,no,0,High Contact,18-33,High Balance,unknown,blue-collar,tertiary,jul,11310
18062,no,0,Low Contact,40-48,Mid Balance,unknown,technician,secondary,jul,657
18063,no,0,Low Contact,49-95,Non-Positive,unknown,blue-collar,primary,jul,-333
18064,no,0,High Contact,40-48,Non-Positive,unknown,admin,tertiary,jul,-363
18065,no,0,Low Contact,33-39,Non-Positive,unknown,blue-collar,primary,jul,0
18066,no,0,High Contact,33-39,High Balance,unknown,admin,secondary,jul,1328
18067,no,0,High Contact,49-95,Low Balance,unknown,unemployed,secondary,jul,4
18068,no,0,High Contact,40-48,Non-Positive,unknown,blue-collar,secondary,jul,-202
18069,yes,1,High Contact,49-95,Low Balance,unknown,entrepreneur,tertiary,jul,230
18070,no,0,High Contact,49-95,Low Balance,unknown,retired,primary,jul,152
18071,no,0,High Contact,40-48,Non-Positive,unknown,entrepreneur,secondary,jul,0
18072,no,0,High Contact,40-48,Non-Positive,unknown,self-employed,primary,jul,0
18073,yes,1,Low Contact,40-48,Non-Positive,unknown,housemaid,primary,jul,-156
18074,no,0,High Contact,49-95,Mid Balance,unknown,entrepreneur,tertiary,jul,1046
18075,no,0,High Contact,49-95,Non-Positive,unknown,retired,primary,jul,0
18076,no,0,High Contact,33-39,Low Balance,unknown,blue-collar,primary,jul,11
18077,no,0,High Contact,49-95,Non-Positive,unknown,admin,secondary,jul,-160
18078,no,0,High Contact,49-95,High Balance,unknown,management,tertiary,jul,1308
18079,no,0,High Contact,49-95,Mid Balance,unknown,housemaid,primary,jul,726
18080,no,0,High Contact,40-48,Mid Balance,unknown,unknown,unknown,jul,779
18081,no,0,High Contact,18-33,Non-Positive,unknown,services,secondary,jul,-31
18082,yes,1,High Contact,49-95,Low Balance,unknown,technician,secondary,jul,114
18083,no,0,High Contact,40-48,High Balance,unknown,services,secondary,jul,1785
18084,no,0,High Contact,18-33,Low Balance,unknown,blue-collar,secondary,jul,179
18085,no,0,High Contact,18-33,Mid Balance,unknown,admin,secondary,jul,1223
18086,no,0,High Contact,40-48,Low Balance,unknown,blue-collar,primary,jul,269
18087,no,0,Low Contact,40-48,High Balance,unknown,blue-collar,secondary,jul,2374
18088,no,0,High Contact,18-33,Low Balance,unknown,blue-collar,secondary,jul,328
18089,no,0,High Contact,18-33,Non-Positive,unknown,technician,tertiary,jul,-340
18090,no,0,High Contact,33-39,Mid Balance,unknown,management,secondary,jul,356
18091,no,0,Low Contact,40-48,High Balance,unknown,technician,secondary,jul,1841
18092,no,0,High Contact,33-39,High Balance,unknown,management,tertiary,jul,2892
18093,no,0,High Contact,49-95,Mid Balance,unknown,management,secondary,jul,555
18094,no,0,High Contact,33-39,Mid Balance,unknown,technician,secondary,jul,664
18095,no,0,High Contact,33-39,Low Balance,unknown,blue-collar,unknown,jul,217
18096,no,0,Low Contact,33-39,Mid Balance,unknown,services,secondary,jul,1116
18097,no,0,High Contact,49-95,High Balance,unknown,technician,secondary,jul,6671
18098,no,0,High Contact,40-48,Low Balance,unknown,admin,secondary,jul,4
18099,no,0,High Contact,33-39,Non-Positive,unknown,student,tertiary,jul,0
18100,no,0,High Contact,40-48,High Balance,unknown,unemployed,secondary,jul,2613
18101,no,0,High Contact,18-33,Low Balance,unknown,admin,secondary,jul,242
18102,no,0,High Contact,18-33,Non-Positive,unknown,services,secondary,jul,-176
18103,no,0,High Contact,18-33,Low Balance,unknown,admin,secondary,jul,167
18104,no,0,High Contact,49-95,Low Balance,unknown,blue-collar,secondary,jul,197
18105,no,0,High Contact,49-95,Mid Balance,unknown,management,tertiary,jul,591
18106,no,0,High Contact,18-33,Mid Balance,unknown,services,secondary,jul,726
18107,no,0,High Contact,40-48,Non-Positive,unknown,management,secondary,jul,-665
18108,no,0,High Contact,18-33,Low Balance,unknown,housemaid,primary,jul,3
18109,no,0,High Contact,18-33,Mid Balance,unknown,admin,secondary,jul,443
18110,no,0,High Contact,18-33,High Balance,unknown,entrepreneur,secondary,jul,1302
18111,no,0,High Contact,49-95,Mid Balance,unknown,management,tertiary,jul,398
18112,no,0,High Contact,18-33,Non-Positive,unknown,admin,secondary,jul,0
18113,no,0,High Contact,40-48,High Balance,unknown,unknown,secondary,jul,2023
18114,no,0,High Contact,40-48,High Balance,unknown,technician,secondary,jul,2922
18115,no,0,High Contact,49-95,High Balance,unknown,housemaid,unknown,jul,15681
18116,no,0,High Contact,40-48,Non-Positive,unknown,blue-collar,secondary,jul,-179
18117,no,0,High Contact,49-95,Low Balance,unknown,management,tertiary,jul,33
18118,no,0,High Contact,33-39,Non-Positive,unknown,unemployed,secondary,jul,0
18119,no,0,High Contact,33-39,Non-Positive,unknown,management,tertiary,jul,-299
18120,no,0,Low Contact,40-48,Low Balance,unknown,retired,secondary,jul,119
18121,no,0,Low Contact,49-95,Low Balance,unknown,management,tertiary,jul,332
18122,no,0,High Contact,49-95,Non-Positive,unknown,retired,tertiary,jul,-1598
18123,no,0,High Contact,49-95,Low Balance,unknown,management,tertiary,jul,147
18124,no,0,High Contact,40-48,Low Balance,unknown,blue-collar,secondary,jul,221
18125,no,0,High Contact,49-95,High Balance,unknown,entrepreneur,secondary,jul,1553
18126,no,0,High Contact,49-95,High Balance,unknown,self-employed,primary,jul,2349
18127,yes,1,High Contact,33-39,Non-Positive,unknown,management,tertiary,jul,-468
18128,no,0,High Contact,18-33,Low Balance,unknown,admin,secondary,jul,330
18129,no,0,High Contact,40-48,Mid Balance,unknown,services,secondary,jul,732
18130,no,0,Low Contact,49-95,Non-Positive,unknown,management,tertiary,jul,0
18131,no,0,High Contact,49-95,High Balance,unknown,technician,secondary,jul,1712
18132,no,0,High Contact,49-95,Non-Positive,unknown,management,tertiary,jul,0
18133,no,0,High Contact,49-95,Low Balance,unknown,blue-collar,secondary,jul,285
18134,no,0,High Contact,33-39,High Balance,unknown,blue-collar,secondary,jul,3188
18135,no,0,Low Contact,49-95,High Balance,unknown,unemployed,secondary,jul,3721
18136,no,0,High Contact,49-95,Low Balance,unknown,management,tertiary,jul,230
18137,no,0,High Contact,49-95,Low Balance,unknown,retired,secondary,jul,194
18138,no,0,Low Contact,40-48,Low Balance,unknown,technician,secondary,jul,34
18139,no,0,High Contact,40-48,Low Balance,unknown,services,secondary,jul,97
18140,no,0,Low Contact,49-95,Non-Positive,unknown,retired,primary,jul,0
18141,no,0,Low Contact,33-39,High Balance,unknown,management,tertiary,jul,2173
18142,no,0,High Contact,49-95,Low Balance,unknown,management,tertiary,jul,66
18143,no,0,Low Contact,49-95,High Balance,unknown,services,secondary,jul,4664
18144,no,0,High Contact,18-33,Non-Positive,unknown,technician,secondary,jul,-174
18145,no,0,High Contact,49-95,Low Balance,unknown,blue-collar,primary,jul,133
18146,no,0,High Contact,40-48,Non-Positive,unknown,self-employed,secondary,jul,0
18147,no,0,High Contact,40-48,Non-Positive,unknown,admin,secondary,jul,-444
18148,no,0,Low Contact,40-48,Mid Balance,unknown,housemaid,primary,jul,410
18149,no,0,High Contact,49-95,Non-Positive,unknown,housemaid,primary,jul,0
18150,no,0,High Contact,40-48,Low Balance,unknown,services,secondary,jul,251
18151,no,0,High Contact,49-95,Mid Balance,unknown,management,tertiary,jul,1180
18152,no,0,High Contact,33-39,High Balance,unknown,self-employed,tertiary,jul,3972
18153,no,0,High Contact,33-39,Non-Positive,unknown,services,secondary,jul,0
18154,no,0,High Contact,18-33,Mid Balance,unknown,blue-collar,secondary,jul,856
18155,no,0,High Contact,49-95,Low Balance,unknown,blue-collar,primary,jul,128
18156,no,0,High Contact,49-95,High Balance,unknown,management,tertiary,jul,2366
18157,no,0,Low Contact,49-95,High Balance,unknown,unemployed,secondary,jul,2489
18158,no,0,Low Contact,49-95,High Balance,unknown,unemployed,secondary,jul,2248
18159,no,0,High Contact,40-48,High Balance,unknown,services,unknown,jul,1340
18160,no,0,Low Contact,40-48,High Balance,unknown,services,secondary,jul,1326
18161,no,0,High Contact,40-48,Mid Balance,unknown,self-employed,tertiary,jul,819
18162,yes,1,High Contact,49-95,Mid Balance,unknown,retired,secondary,jul,679
18163,no,0,High Contact,40-48,Low Balance,unknown,technician,secondary,jul,167
18164,no,0,High Contact,40-48,Non-Positive,unknown,unemployed,secondary,jul,0
18165,no,0,High Contact,40-48,Mid Balance,unknown,blue-collar,secondary,jul,384
18166,yes,1,Low Contact,40-48,Low Balance,unknown,entrepreneur,unknown,jul,206
18167,no,0,High Contact,40-48,High Balance,unknown,management,tertiary,jul,1300
18168,no,0,High Contact,33-39,Mid Balance,unknown,admin,unknown,jul,892
18169,no,0,High Contact,49-95,Low Balance,unknown,retired,secondary,jul,39
18170,no,0,High Contact,40-48,Low Balance,unknown,blue-collar,secondary,jul,305
18171,no,0,High Contact,49-95,High Balance,unknown,services,secondary,jul,5486
18172,yes,1,High Contact,18-33,Low Balance,unknown,management,tertiary,jul,1
18173,no,0,High Contact,40-48,High Balance,unknown,entrepreneur,secondary,jul,4000
18174,no,0,High Contact,49-95,Mid Balance,unknown,housemaid,primary,jul,921
18175,no,0,High Contact,40-48,Low Balance,unknown,technician,tertiary,jul,16
18176,no,0,High Contact,40-48,Mid Balance,unknown,admin,tertiary,jul,1015
18177,no,0,High Contact,33-39,Non-Positive,unknown,blue-collar,secondary,jul,0
18178,no,0,High Contact,33-39,Low Balance,unknown,admin,secondary,jul,251
18179,no,0,High Contact,18-33,Low Balance,unknown,self-employed,tertiary,jul,166
18180,no,0,High Contact,18-33,Low Balance,unknown,blue-collar,secondary,jul,29
18181,no,0,High Contact,40-48,Mid Balance,unknown,management,tertiary,jul,337
18182,no,0,High Contact,49-95,Low Balance,unknown,management,tertiary,jul,123
18183,no,0,High Contact,18-33,Low Balance,unknown,admin,secondary,jul,285
18184,no,0,High Contact,18-33,Mid Balance,unknown,blue-collar,secondary,jul,1175
18185,no,0,High Contact,49-95,Non-Positive,unknown,services,secondary,jul,-437
18186,no,0,High Contact,49-95,Non-Positive,unknown,management,tertiary,jul,0
18187,no,0,High Contact,40-48,Low Balance,unknown,management,tertiary,jul,81
18188,no,0,High Contact,49-95,Low Balance,unknown,technician,secondary,jul,86
18189,no,0,High Contact,49-95,Non-Positive,unknown,unemployed,tertiary,jul,0
18190,yes,1,High Contact,18-33,Mid Balance,unknown,technician,secondary,jul,489
18191,no,0,Low Contact,33-39,Mid Balance,unknown,admin,primary,jul,412
18192,no,0,High Contact,18-33,Non-Positive,unknown,blue-collar,secondary,jul,-288
18193,no,0,High Contact,49-95,Mid Balance,unknown,admin,secondary,jul,769
18194,no,0,Low Contact,18-33,Non-Positive,unknown,housemaid,secondary,jul,-319
18195,no,0,High Contact,40-48,Low Balance,unknown,management,tertiary,jul,37
18196,yes,1,High Contact,33-39,Low Balance,unknown,housemaid,primary,jul,78
18197,no,0,High Contact,18-33,Non-Positive,unknown,management,secondary,jul,-62
18198,no,0,High Contact,49-95,High Balance,unknown,technician,unknown,jul,1939
18199,yes,1,High Contact,49-95,High Balance,unknown,housemaid,primary,jul,2518
18200,no,0,High Contact,33-39,High Balance,unknown,technician,unknown,jul,1923
18201,no,0,High Contact,40-48,High Balance,unknown,admin,secondary,jul,2682
18202,no,0,High Contact,33-39,Mid Balance,unknown,management,tertiary,jul,346
18203,no,0,High Contact,40-48,Non-Positive,unknown,self-employed,tertiary,jul,0
18204,no,0,High Contact,18-33,Mid Balance,unknown,services,secondary,jul,397
18205,no,0,High Contact,40-48,Low Balance,unknown,blue-collar,primary,jul,2
18206,no,0,High Contact,33-39,Low Balance,unknown,technician,tertiary,jul,184
18207,no,0,High Contact,40-48,Mid Balance,unknown,services,secondary,jul,972
18208,no,0,High Contact,40-48,Low Balance,unknown,management,tertiary,jul,89
18209,no,0,High Contact,40-48,High Balance,unknown,admin,secondary,jul,1705
18210,no,0,High Contact,33-39,Non-Positive,unknown,services,secondary,jul,0
18211,no,0,High Contact,33-39,Non-Positive,unknown,services,secondary,jul,-11
18212,no,0,High Contact,33-39,Non-Positive,unknown,technician,tertiary,jul,-1099
18213,no,0,High Contact,18-33,Low Balance,unknown,management,tertiary,jul,35
18214,no,0,High Contact,49-95,Non-Positive,unknown,management,tertiary,jul,0
18215,no,0,High Contact,18-33,Low Balance,unknown,admin,secondary,jul,230
18216,no,0,High Contact,49-95,High Balance,unknown,housemaid,primary,jul,1337
18217,yes,1,High Contact,40-48,Mid Balance,unknown,admin,secondary,jul,378
18218,no,0,High Contact,49-95,High Balance,unknown,blue-collar,secondary,jul,2047
18219,no,0,High Contact,18-33,Low Balance,unknown,management,secondary,jul,321
18220,no,0,High Contact,40-48,Low Balance,unknown,housemaid,primary,jul,283
18221,no,0,High Contact,49-95,Non-Positive,unknown,management,secondary,jul,0
18222,no,0,High Contact,49-95,Low Balance,unknown,technician,secondary,jul,23
18223,no,0,High Contact,40-48,Mid Balance,unknown,management,tertiary,jul,423
18224,no,0,High Contact,49-95,Non-Positive,unknown,blue-collar,primary,jul,-209
18225,no,0,High Contact,33-39,Mid Balance,unknown,admin,tertiary,jul,869
18226,no,0,High Contact,49-95,Mid Balance,unknown,blue-collar,secondary,jul,395
18227,no,0,High Contact,18-33,Low Balance,unknown,management,tertiary,jul,160
18228,no,0,High Contact,33-39,Low Balance,unknown,blue-collar,secondary,jul,8
18229,no,0,High Contact,33-39,Low Balance,unknown,unemployed,unknown,jul,144
18230,no,0,High Contact,18-33,Mid Balance,unknown,blue-collar,primary,jul,630
18231,no,0,High Contact,40-48,Mid Balance,unknown,self-employed,unknown,jul,680
18232,no,0,High Contact,40-48,Mid Balance,unknown,services,secondary,jul,742
18233,no,0,High Contact,18-33,Low Balance,unknown,services,secondary,jul,13
18234,no,0,High Contact,18-33,Low Balance,unknown,self-employed,tertiary,jul,50
18235,no,0,High Contact,18-33,Low Balance,unknown,management,tertiary,jul,89
18236,no,0,High Contact,49-95,High Balance,unknown,retired,secondary,jul,4194
18237,no,0,Low Contact,40-48,Mid Balance,unknown,management,secondary,jul,900
18238,no,0,High Contact,18-33,Mid Balance,unknown,admin,secondary,jul,345
18239,yes,1,High Contact,33-39,Mid Balance,unknown,technician,secondary,jul,391
18240,no,0,High Contact,33-39,Non-Positive,unknown,technician,secondary,jul,-1322
18241,no,0,High Contact,49-95,Mid Balance,unknown,unemployed,unknown,jul,846
18242,no,0,High Contact,40-48,High Balance,unknown,blue-collar,secondary,jul,5414
18243,no,0,High Contact,49-95,Mid Balance,unknown,services,secondary,jul,393
18244,yes,1,High Contact,18-33,Non-Positive,unknown,unemployed,secondary,jul,-144
18245,no,0,High Contact,40-48,High Balance,unknown,services,secondary,jul,3536
18246,no,0,High Contact,40-48,High Balance,unknown,blue-collar,primary,jul,1500
18247,no,0,High Contact,40-48,Mid Balance,unknown,services,secondary,jul,694
18248,no,0,High Contact,18-33,Mid Balance,unknown,admin,secondary,jul,394
18249,no,0,High Contact,33-39,Low Balance,unknown,admin,secondary,jul,244
18250,no,0,High Contact,49-95,Mid Balance,unknown,blue-collar,secondary,jul,644
18251,no,0,High Contact,49-95,High Balance,unknown,technician,tertiary,jul,3337
18252,no,0,High Contact,40-48,Non-Positive,unknown,admin,secondary,jul,0
18253,no,0,High Contact,33-39,Low Balance,unknown,management,tertiary,jul,11
18254,no,0,High Contact,18-33,Non-Positive,unknown,services,secondary,jul,0
18255,no,0,High Contact,18-33,Low Balance,unknown,admin,secondary,jul,116
18256,no,0,High Contact,33-39,Low Balance,unknown,admin,secondary,jul,70
18257,no,0,High Contact,49-95,High Balance,unknown,management,tertiary,jul,25290
18258,no,0,High Contact,49-95,High Balance,unknown,management,tertiary,jul,1938
18259,no,0,High Contact,40-48,Mid Balance,unknown,management,tertiary,jul,670
18260,no,0,High Contact,49-95,High Balance,unknown,entrepreneur,tertiary,jul,17410
18261,no,0,High Contact,40-48,Mid Balance,unknown,blue-collar,secondary,jul,726
18262,no,0,High Contact,40-48,High Balance,unknown,services,unknown,jul,5980
18263,no,0,High Contact,40-48,High Balance,unknown,technician,secondary,jul,5681
18264,no,0,High Contact,49-95,Non-Positive,unknown,management,tertiary,jul,0
18265,no,0,High Contact,49-95,Low Balance,unknown,management,secondary,jul,208
18266,no,0,High Contact,40-48,Low Balance,unknown,management,secondary,jul,51
18267,no,0,High Contact,49-95,Non-Positive,unknown,management,tertiary,jul,0
18268,no,0,High Contact,33-39,Low Balance,unknown,unemployed,primary,jul,311
18269,no,0,High Contact,33-39,Low Balance,unknown,management,tertiary,jul,82
18270,no,0,High Contact,40-48,High Balance,unknown,admin,secondary,jul,1996
18271,no,0,High Contact,40-48,Mid Balance,unknown,management,secondary,jul,1114
18272,no,0,High Contact,40-48,High Balance,unknown,management,tertiary,jul,10347
18273,no,0,High Contact,49-95,High Balance,unknown,services,secondary,jul,2061
18274,no,0,High Contact,49-95,Low Balance,unknown,blue-collar,primary,jul,80
18275,no,0,High Contact,49-95,Low Balance,unknown,retired,unknown,jul,201
18276,no,0,High Contact,40-48,Mid Balance,unknown,management,secondary,jul,1138
18277,no,0,High Contact,33-39,Non-Positive,unknown,technician,secondary,jul,0
18278,no,0,High Contact,40-48,High Balance,unknown,technician,secondary,jul,3023
18279,no,0,High Contact,40-48,Mid Balance,unknown,admin,secondary,jul,526
18280,no,0,High Contact,49-95,High Balance,unknown,blue-collar,primary,jul,4399
18281,no,0,High Contact,40-48,Mid Balance,unknown,blue-collar,primary,jul,816
18282,no,0,High Contact,40-48,Non-Positive,unknown,services,secondary,jul,0
18283,no,0,High Contact,40-48,Mid Balance,unknown,admin,secondary,jul,352
18284,no,0,High Contact,18-33,Non-Positive,unknown,technician,secondary,jul,0
18285,no,0,High Contact,40-48,Non-Positive,unknown,self-employed,tertiary,jul,0
18286,no,0,High Contact,33-39,Mid Balance,unknown,blue-collar,secondary,jul,417
18287,no,0,High Contact,49-95,Low Balance,unknown,retired,secondary,jul,224
18288,no,0,High Contact,49-95,Low Balance,unknown,retired,primary,jul,118
18289,no,0,High Contact,33-39,Mid Balance,unknown,admin,secondary,jul,483
18290,no,0,High Contact,33-39,Low Balance,unknown,technician,secondary,jul,161
18291,no,0,High Contact,33-39,Mid Balance,unknown,admin,tertiary,jul,1209
18292,no,0,High Contact,40-48,Mid Balance,unknown,entrepreneur,secondary,jul,404
18293,no,0,High Contact,18-33,Low Balance,unknown,management,tertiary,jul,47
18294,no,0,High Contact,49-95,Non-Positive,unknown,blue-collar,primary,jul,0
18295,no,0,High Contact,18-33,High Balance,unknown,entrepreneur,tertiary,jul,1636
18296,no,0,High Contact,40-48,Mid Balance,unknown,management,tertiary,jul,385
18297,yes,1,High Contact,33-39,Mid Balance,unknown,self-employed,tertiary,jul,1240
18298,no,0,High Contact,33-39,High Balance,unknown,technician,tertiary,jul,6763
18299,no,0,High Contact,18-33,High Balance,unknown,management,tertiary,jul,1837
18300,no,0,High Contact,40-48,High Balance,unknown,admin,secondary,jul,3842
18301,no,0,High Contact,40-48,Low Balance,unknown,admin,secondary,jul,272
18302,no,0,High Contact,40-48,Non-Positive,unknown,management,tertiary,jul,0
18303,no,0,High Contact,33-39,Non-Positive,unknown,technician,tertiary,jul,-554
18304,no,0,High Contact,40-48,Non-Positive,unknown,blue-collar,primary,jul,-60
18305,no,0,High Contact,40-48,Mid Balance,unknown,management,tertiary,jul,1139
18306,no,0,High Contact,49-95,Low Balance,unknown,blue-collar,primary,jul,63
18307,no,0,High Contact,40-48,Low Balance,unknown,admin,secondary,jul,194
18308,no,0,High Contact,18-33,Mid Balance,unknown,housemaid,tertiary,jul,1226
18309,no,0,High Contact,40-48,High Balance,unknown,management,unknown,jul,4567
18310,no,0,High Contact,40-48,High Balance,unknown,retired,primary,jul,1591
18311,yes,1,High Contact,33-39,High Balance,unknown,blue-collar,primary,jul,1792
18312,no,0,High Contact,49-95,Low Balance,unknown,unemployed,tertiary,jul,64
18313,no,0,High Contact,33-39,Low Balance,unknown,management,unknown,jul,62
18314,no,0,High Contact,40-48,Mid Balance,unknown,admin,secondary,jul,816
18315,no,0,High Contact,33-39,High Balance,unknown,services,secondary,jul,1694
18316,no,0,Low Contact,49-95,Low Balance,unknown,blue-collar,secondary,jul,37
18317,no,0,High Contact,49-95,Mid Balance,unknown,blue-collar,primary,jul,880
18318,no,0,Low Contact,33-39,Low Balance,unknown,entrepreneur,primary,jul,62
18319,no,0,Low Contact,33-39,Low Balance,unknown,services,secondary,jul,42
18320,yes,1,High Contact,49-95,High Balance,unknown,blue-collar,unknown,jul,2284
18321,yes,1,High Contact,49-95,Low Balance,unknown,technician,secondary,jul,264
18322,no,0,Low Contact,49-95,Mid Balance,unknown,technician,unknown,jul,689
18323,no,0,Low Contact,49-95,Low Balance,unknown,management,tertiary,jul,179
18324,no,0,High Contact,49-95,Non-Positive,unknown,blue-collar,secondary,jul,-477
18325,no,0,Low Contact,33-39,Mid Balance,unknown,technician,secondary,jul,703
18326,no,0,High Contact,18-33,Mid Balance,unknown,admin,secondary,jul,377
18327,no,0,Low Contact,49-95,High Balance,unknown,technician,secondary,jul,1518
18328,no,0,High Contact,33-39,Non-Positive,unknown,management,tertiary,jul,-381
18329,no,0,High Contact,33-39,Low Balance,unknown,technician,tertiary,jul,7
18330,no,0,Low Contact,40-48,High Balance,unknown,blue-collar,secondary,jul,1968
18331,no,0,Low Contact,40-48,Mid Balance,unknown,admin,tertiary,jul,634
18332,no,0,Low Contact,49-95,Low Balance,unknown,entrepreneur,unknown,jul,28
18333,no,0,Low Contact,40-48,Mid Balance,unknown,blue-collar,secondary,jul,870
18334,no,0,Low Contact,40-48,Mid Balance,unknown,blue-collar,secondary,jul,750
18335,no,0,Low Contact,40-48,Mid Balance,unknown,entrepreneur,tertiary,jul,992
18336,no,0,Low Contact,40-48,Mid Balance,unknown,technician,primary,jul,538
18337,no,0,Low Contact,33-39,Mid Balance,unknown,technician,secondary,jul,1063
18338,no,0,High Contact,33-39,Low Balance,unknown,blue-collar,primary,jul,153
18339,no,0,High Contact,33-39,Low Balance,unknown,services,secondary,jul,124
18340,no,0,High Contact,40-48,Mid Balance,unknown,technician,secondary,jul,799
18341,no,0,Low Contact,40-48,High Balance,unknown,management,tertiary,jul,4617
18342,no,0,High Contact,18-33,Non-Positive,unknown,self-employed,secondary,jul,0
18343,no,0,Low Contact,49-95,Mid Balance,unknown,housemaid,unknown,jul,603
18344,no,0,High Contact,18-33,High Balance,unknown,entrepreneur,primary,jul,1770
18345,no,0,High Contact,40-48,Non-Positive,unknown,blue-collar,secondary,jul,-404
18346,no,0,High Contact,33-39,Low Balance,unknown,services,primary,jul,14
18347,no,0,High Contact,18-33,High Balance,unknown,blue-collar,secondary,jul,2307
18348,no,0,Low Contact,40-48,Mid Balance,unknown,self-employed,secondary,jul,830
18349,no,0,High Contact,49-95,High Balance,unknown,entrepreneur,unknown,jul,3404
18350,no,0,Low Contact,49-95,Low Balance,unknown,retired,secondary,jul,53
18351,no,0,Low Contact,33-39,Mid Balance,unknown,blue-collar,primary,jul,704
18352,no,0,High Contact,18-33,High Balance,unknown,technician,secondary,jul,3267
18353,no,0,High Contact,33-39,Mid Balance,unknown,technician,tertiary,jul,571
18354,no,0,High Contact,33-39,Low Balance,unknown,technician,tertiary,jul,108
18355,no,0,High Contact,49-95,Mid Balance,unknown,retired,primary,jul,353
18356,no,0,Low Contact,33-39,Low Balance,unknown,blue-collar,secondary,jul,264
18357,no,0,Low Contact,33-39,Mid Balance,unknown,blue-collar,secondary,jul,462
18358,no,0,High Contact,40-48,Non-Positive,unknown,management,tertiary,jul,0
18359,no,0,Low Contact,40-48,Mid Balance,unknown,self-employed,secondary,jul,884
18360,no,0,Low Contact,40-48,Mid Balance,unknown,management,tertiary,jul,617
18361,no,0,Low Contact,49-95,High Balance,unknown,entrepreneur,unknown,jul,20584
18362,no,0,Low Contact,49-95,High Balance,unknown,unemployed,secondary,jul,13818
18363,no,0,High Contact,49-95,High Balance,unknown,management,tertiary,jul,4358
18364,no,0,Low Contact,40-48,Mid Balance,unknown,management,tertiary,jul,580
18365,no,0,Low Contact,33-39,Low Balance,unknown,housemaid,secondary,jul,39
18366,no,0,High Contact,18-33,Mid Balance,unknown,blue-collar,secondary,jul,677
18367,no,0,Low Contact,33-39,Mid Balance,unknown,blue-collar,secondary,jul,723
18368,no,0,High Contact,18-33,Low Balance,unknown,management,tertiary,jul,29
18369,no,0,Low Contact,40-48,High Balance,unknown,self-employed,secondary,jul,5317
18370,no,0,High Contact,40-48,Mid Balance,unknown,admin,secondary,jul,490
18371,no,0,Low Contact,33-39,Non-Positive,unknown,services,secondary,jul,-697
18372,no,0,Low Contact,33-39,High Balance,unknown,blue-collar,secondary,jul,2924
18373,no,0,Low Contact,40-48,Mid Balance,unknown,management,unknown,jul,944
18374,no,0,Low Contact,40-48,Mid Balance,unknown,self-employed,secondary,jul,390
18375,no,0,Low Contact,49-95,High Balance,unknown,retired,primary,jul,3079
18376,no,0,High Contact,49-95,High Balance,unknown,management,tertiary,jul,3158
18377,no,0,Low Contact,40-48,Mid Balance,unknown,management,unknown,jul,970
18378,no,0,Low Contact,33-39,High Balance,unknown,services,secondary,jul,1742
18379,no,0,Low Contact,40-48,High Balance,unknown,blue-collar,secondary,jul,1953
